,order_id,order_datetime,customer_id,customer_city,restaurant_id,restaurant_name,cuisine,order_amount,discount_amount,distance_km,prep_time_mins,sugar_fee,delivery_time_mins,delivery_partner,rating,payment_method,delivery_status,customer_age_group,customer_type,customer_segment,customer_membership,restaurant_type,platform_fee,delivery_fee,coupon_code_used,is_first_order,order_date,order_month,order_weekday,order_hour,total_payable,expected_delivery_mins,delayed_mins,is_delayed,delivery_efficiency,order_value_bin,is_repeat_customer,is_first_order_binary
1320,ORD01321,2024-03-25 00:02:00,CUST00746,Pune,REST053,Biryani House,Biryani,1050,201,3.25,12,28,55,DP020,4,UPI,Delayed,46-60,Returning,Budget,Normal,Dine-in,15,20,NEW50,No,2024-03-25,2024-03,Monday,0,912,25.0,30.0,1,16.92,High,1,0
1321,ORD01322,2024-02-16 09:34:00,CUST01410,Kolkata,REST168,Dragon Bowl,Fast Food,342,123,6.71,18,19,43,DP045,4,UPI,Cancelled,18-25,Returning,Regular,Normal,Cloud Kitchen,8,38,TRYNEW,No,2024-02-16,2024-02,Friday,9,284,44.84,-1.8400000000000034,0,6.41,Mid,1,0
1322,ORD01323,2024-05-26 05:11:00,CUST00707,Ahmedabad,REST117,Italiano Kitchen,Fast Food,872,141,11.89,28,18,29,DP033,4,COD,Delivered,36-45,Returning,Regular,Normal,Franchise,8,19,FESTIVE30,No,2024-05-26,2024-05,Sunday,5,776,75.56,-46.56,0,2.44,High,1,0
1323,ORD01324,2024-04-08 21:38:00,CUST00471,Delhi,REST148,Dragon Bowl,Desserts,1247,51,11.82,38,26,46,DP014,2,UPI,Cancelled,26-35,Returning,Regular,Normal,Dine-in,9,28,NONE,No,2024-04-08,2024-04,Monday,21,1259,85.28,-39.28,0,3.89,Very High,1,0
1324,ORD01325,2024-10-17 09:03:00,CUST00396,Mumbai,REST047,Italiano Kitchen,Desserts,1450,69,4.13,19,9,27,DP020,1,UPI,Cancelled,36-45,Returning,Premium,Normal,Cloud Kitchen,9,29,NEW50,No,2024-10-17,2024-10,Thursday,9,1428,35.519999999999996,-8.519999999999996,0,6.54,Very High,1,0
1325,ORD01326,2024-03-23 10:10:00,CUST01556,Mumbai,REST089,Biryani House,North Indian,1234,259,2.02,32,8,21,DP043,4,COD,Cancelled,26-35,Returning,Regular,Normal,Franchise,8,26,NEW50,No,2024-03-23,2024-03,Saturday,10,1017,40.08,-19.08,0,10.4,Very High,1,0
1326,ORD01327,2024-03-23 15:06:00,CUST02309,Ahmedabad,REST059,Foodie's Corner,South Indian,1122,185,11.29,36,16,68,DP002,4,Card,Cancelled,36-45,Returning,Premium,Swiggy One,Dine-in,14,35,SAVE20,No,2024-03-23,2024-03,Saturday,15,1002,81.16,-13.159999999999997,0,6.02,Very High,1,0
1327,ORD01328,2024-08-01 00:06:00,CUST00805,Hyderabad,REST021,Sweet Treats,Bakery,1100,206,10.78,38,28,30,DP047,5,UPI,Cancelled,46-60,Returning,Premium,Normal,Franchise,11,15,NONE,No,2024-08-01,2024-08,Thursday,0,948,81.12,-51.120000000000005,0,2.78,High,1,0
1328,ORD01329,2024-09-26 02:20:00,CUST00934,Ahmedabad,REST080,Biryani House,Desserts,685,292,7.58,22,14,24,DP007,3,UPI,Cancelled,46-60,Returning,Regular,Normal,Dine-in,14,15,NEW50,No,2024-09-26,2024-09,Thursday,2,436,52.32,-28.32,0,3.17,Mid,1,0
1329,ORD01330,2024-11-09 14:30:00,CUST01280,Chennai,REST001,Italiano Kitchen,Desserts,492,38,0.87,29,1,70,DP037,5,UPI,Delayed,36-45,Returning,Premium,Normal,Dine-in,5,31,NONE,No,2024-11-09,2024-11,Saturday,14,491,32.48,37.52,1,80.46,Mid,1,0
1330,ORD01331,2024-06-03 09:14:00,CUST01758,Chennai,REST112,Dragon Bowl,Italian,544,65,9.14,37,16,80,DP012,1,COD,Cancelled,36-45,New,Premium,Normal,Dine-in,14,25,TRYNEW,Yes,2024-06-03,2024-06,Monday,9,534,73.56,6.439999999999998,1,8.75,High,1,1
1331,ORD01332,2024-10-27 13:27:00,CUST00905,Pune,REST042,Spice Hub,Desserts,1092,12,2.35,36,6,52,DP049,2,Card,Delivered,18-25,Returning,Regular,Swiggy One,Dine-in,15,18,SAVE20,No,2024-10-27,2024-10,Sunday,13,1119,45.4,6.600000000000001,1,22.13,Very High,1,0
1332,ORD01333,2024-11-28 16:22:00,CUST01077,Ahmedabad,REST193,Biryani House,Italian,407,193,11.34,22,27,67,DP016,3,COD,Delivered,36-45,Returning,Premium,Normal,Dine-in,12,33,SAVE20,No,2024-11-28,2024-11,Thursday,16,286,67.36,-0.35999999999999943,0,5.91,Mid,1,0
1333,ORD01334,2024-09-19 20:03:00,CUST02988,Pune,REST002,Dragon Bowl,Italian,1371,287,5.5,34,28,48,DP017,5,COD,Delayed,36-45,Returning,Regular,Normal,Dine-in,8,11,NEW50,No,2024-09-19,2024-09,Thursday,20,1131,56.0,-8.0,0,8.73,Very High,1,0
1334,ORD01335,2024-07-11 08:49:00,CUST01891,Delhi,REST044,Burger Street,Fast Food,202,132,7.57,37,15,15,DP031,5,Card,Delivered,36-45,Returning,Budget,Normal,Cloud Kitchen,4,34,NEW50,No,2024-07-11,2024-07,Thursday,8,123,67.28,-52.28,0,1.98,Low,1,0
1335,ORD01336,2024-08-08 16:03:00,CUST01524,Pune,REST090,Burger Street,Bakery,800,194,3.73,38,16,88,DP007,2,COD,Cancelled,18-25,New,Budget,Normal,Franchise,11,37,FESTIVE30,Yes,2024-08-08,2024-08,Thursday,16,670,52.92,35.08,1,23.59,High,1,1
1336,ORD01337,2024-09-18 17:40:00,CUST02902,Delhi,REST033,Biryani House,Italian,420,77,5.96,29,26,73,DP026,2,UPI,Delivered,46-60,New,Regular,Normal,Franchise,11,12,TRYNEW,Yes,2024-09-18,2024-09,Wednesday,17,392,52.84,20.159999999999997,1,12.25,Mid,1,1
1337,ORD01338,2024-05-29 13:16:00,CUST01388,Kolkata,REST170,Italiano Kitchen,South Indian,350,249,9.18,35,26,39,DP001,3,UPI,Delayed,36-45,Returning,Premium,Normal,Dine-in,6,25,NONE,No,2024-05-29,2024-05,Wednesday,13,158,71.72,-32.72,0,4.25,Low,1,0
1338,ORD01339,2024-11-03 04:26:00,CUST01304,Pune,REST190,Burger Street,South Indian,545,231,6.16,24,0,46,DP002,4,COD,Delayed,18-25,Returning,Budget,Normal,Cloud Kitchen,11,18,SAVE20,No,2024-11-03,2024-11,Sunday,4,343,48.64,-2.6400000000000006,0,7.47,Mid,1,0
1339,ORD01340,2024-02-20 11:08:00,CUST00593,Hyderabad,REST180,Dragon Bowl,Italian,527,179,10.24,22,21,45,DP031,2,Card,Delivered,36-45,Returning,Regular,Normal,Dine-in,9,37,FESTIVE30,No,2024-02-20,2024-02,Tuesday,11,415,62.96,-17.96,0,4.39,Mid,1,0
1340,ORD01341,2024-03-24 13:21:00,CUST02762,Delhi,REST142,Sweet Treats,Chinese,825,176,8.7,22,21,88,DP020,5,UPI,Cancelled,26-35,New,Regular,Normal,Franchise,10,27,NONE,Yes,2024-03-24,2024-03,Sunday,13,707,56.8,31.200000000000003,1,10.11,High,1,1
1341,ORD01342,2024-03-22 01:38:00,CUST02680,Hyderabad,REST137,Foodie's Corner,Italian,684,28,1.39,39,26,17,DP037,5,Card,Delivered,36-45,Returning,Budget,Normal,Cloud Kitchen,5,37,NEW50,No,2024-03-22,2024-03,Friday,1,724,44.56,-27.560000000000002,0,12.23,High,1,0
1342,ORD01343,2024-04-25 17:29:00,CUST02107,Mumbai,REST155,Dragon Bowl,Chinese,1072,165,7.48,35,15,80,DP033,4,Card,Delayed,18-25,New,Budget,Normal,Cloud Kitchen,14,31,NONE,Yes,2024-04-25,2024-04,Thursday,17,967,64.92,15.079999999999998,1,10.7,High,1,1
1343,ORD01344,2024-12-03 09:29:00,CUST00128,Delhi,REST139,Burger Street,North Indian,1261,225,7.54,15,27,55,DP013,4,UPI,Cancelled,46-60,New,Budget,Normal,Franchise,15,21,TRYNEW,Yes,2024-12-03,2024-12,Tuesday,9,1099,45.16,9.840000000000003,1,7.29,Very High,1,1
1344,ORD01345,2024-07-23 06:41:00,CUST00736,Mumbai,REST073,Burger Street,North Indian,547,135,4.88,37,20,76,DP001,2,UPI,Delayed,18-25,Returning,Premium,Swiggy One,Dine-in,15,31,FESTIVE30,No,2024-07-23,2024-07,Tuesday,6,478,56.519999999999996,19.480000000000004,1,15.57,Mid,1,0
1345,ORD01346,2024-02-16 08:20:00,CUST02769,Bangalore,REST116,Taste of India,South Indian,1355,186,4.21,27,3,67,DP033,4,UPI,Cancelled,18-25,Returning,Regular,Normal,Franchise,7,19,TRYNEW,No,2024-02-16,2024-02,Friday,8,1198,43.84,23.159999999999997,1,15.91,Very High,1,0
1346,ORD01347,2024-05-17 10:04:00,CUST02574,Hyderabad,REST017,Spice Hub,Bakery,1016,54,1.22,16,15,47,DP003,5,UPI,Delayed,18-25,Returning,Premium,Swiggy One,Dine-in,6,34,NONE,No,2024-05-17,2024-05,Friday,10,1017,20.88,26.12,1,38.52,Very High,0,0
1347,ORD01348,2024-07-01 09:13:00,CUST00521,Bangalore,REST010,Italiano Kitchen,Fast Food,1456,1,5.63,12,23,27,DP037,2,UPI,Delivered,46-60,New,Regular,Normal,Cloud Kitchen,8,11,FESTIVE30,Yes,2024-07-01,2024-07,Monday,9,1497,34.519999999999996,-7.519999999999996,0,4.8,Very High,1,1
1348,ORD01349,2024-04-06 06:16:00,CUST02600,Delhi,REST014,Dragon Bowl,Bakery,710,16,4.37,10,2,53,DP019,3,COD,Cancelled,46-60,New,Budget,Normal,Cloud Kitchen,5,19,TRYNEW,Yes,2024-04-06,2024-04,Saturday,6,720,27.48,25.52,1,12.13,High,0,1
1349,ORD01350,2024-08-04 08:06:00,CUST00237,Mumbai,REST015,Burger Street,South Indian,339,58,11.44,21,0,43,DP044,1,COD,Delayed,36-45,Returning,Premium,Normal,Cloud Kitchen,14,38,FESTIVE30,No,2024-08-04,2024-08,Sunday,8,333,66.75999999999999,-23.75999999999999,0,3.76,Mid,1,0
1350,ORD01351,2024-05-04 15:28:00,CUST01305,Delhi,REST045,Italiano Kitchen,South Indian,354,87,8.25,32,16,39,DP040,2,COD,Delayed,18-25,Returning,Premium,Normal,Franchise,13,27,SAVE20,No,2024-05-04,2024-05,Saturday,15,323,65.0,-26.0,0,4.73,Mid,1,0
1351,ORD01352,2024-01-23 22:23:00,CUST01782,Bangalore,REST122,Biryani House,Bakery,1117,222,5.79,14,4,33,DP032,3,UPI,Delayed,36-45,Returning,Regular,Normal,Franchise,14,18,NONE,No,2024-01-23,2024-01,Tuesday,22,931,37.16,-4.159999999999997,0,5.7,High,1,0
1352,ORD01353,2024-07-07 18:15:00,CUST01302,Ahmedabad,REST002,Biryani House,Fast Food,193,271,9.18,20,2,79,DP005,5,Card,Delivered,26-35,New,Budget,Normal,Dine-in,15,38,NONE,Yes,2024-07-07,2024-07,Sunday,18,-23,56.72,22.28,1,8.61,,1,1
1353,ORD01354,2024-03-08 15:25:00,CUST02542,Ahmedabad,REST084,Dragon Bowl,South Indian,1153,57,9.46,21,18,30,DP047,2,COD,Delivered,46-60,Returning,Budget,Normal,Cloud Kitchen,5,37,NEW50,No,2024-03-08,2024-03,Friday,15,1156,58.84,-28.840000000000003,0,3.17,Very High,1,0
1354,ORD01355,2024-01-27 04:50:00,CUST02052,Delhi,REST113,Taste of India,Biryani,1473,191,6.03,32,10,86,DP043,2,Card,Delayed,46-60,New,Budget,Normal,Cloud Kitchen,14,11,NEW50,Yes,2024-01-27,2024-01,Saturday,4,1317,56.120000000000005,29.879999999999995,1,14.26,Very High,1,1
1355,ORD01356,2024-08-11 21:34:00,CUST02714,Kolkata,REST146,Burger Street,Biryani,1168,49,1.37,25,14,85,DP047,2,UPI,Delayed,18-25,Returning,Premium,Normal,Dine-in,3,30,TRYNEW,No,2024-08-11,2024-08,Sunday,21,1166,30.48,54.519999999999996,1,62.04,Very High,1,0
1356,ORD01357,2024-07-22 16:38:00,CUST00442,Chennai,REST093,Dragon Bowl,Fast Food,789,212,9.48,10,1,89,DP037,4,UPI,Delivered,18-25,New,Premium,Swiggy One,Dine-in,12,28,NEW50,Yes,2024-07-22,2024-07,Monday,16,618,47.92,41.08,1,9.39,High,1,1
1357,ORD01358,2024-09-27 08:35:00,CUST02077,Bangalore,REST135,Foodie's Corner,South Indian,1143,229,1.54,30,24,74,DP006,4,COD,Delivered,18-25,Returning,Budget,Normal,Dine-in,5,37,FESTIVE30,No,2024-09-27,2024-09,Friday,8,980,36.16,37.84,1,48.05,High,1,0
1358,ORD01359,2024-03-11 11:12:00,CUST02658,Delhi,REST033,Taste of India,Biryani,850,153,10.25,27,26,71,DP036,5,Card,Cancelled,36-45,Returning,Premium,Swiggy One,Franchise,7,36,NEW50,No,2024-03-11,2024-03,Monday,11,766,68.0,3.0,0,6.93,High,1,0
1359,ORD01360,2024-07-01 10:51:00,CUST00805,Mumbai,REST019,Burger Street,North Indian,1452,272,4.34,10,28,59,DP037,3,Card,Delayed,26-35,New,Budget,Normal,Franchise,6,14,FESTIVE30,Yes,2024-07-01,2024-07,Monday,10,1228,27.36,31.64,1,13.59,Very High,1,1
1360,ORD01361,2024-04-25 02:05:00,CUST00075,Delhi,REST156,Burger Street,Chinese,862,45,7.84,31,21,66,DP013,2,Card,Delivered,46-60,New,Regular,Normal,Cloud Kitchen,6,35,NONE,Yes,2024-04-25,2024-04,Thursday,2,879,62.36,3.6400000000000006,0,8.42,High,1,1
1361,ORD01362,2024-02-11 01:25:00,CUST02886,Ahmedabad,REST127,Italiano Kitchen,South Indian,786,117,9.01,37,6,20,DP012,1,Card,Delayed,36-45,Returning,Regular,Swiggy One,Dine-in,13,10,NONE,No,2024-02-11,2024-02,Sunday,1,698,73.03999999999999,-53.03999999999999,0,2.22,High,1,0
1362,ORD01363,2024-09-07 13:40:00,CUST02176,Mumbai,REST102,Dragon Bowl,Chinese,953,175,0.9,14,17,74,DP006,1,Card,Cancelled,46-60,Returning,Premium,Normal,Franchise,12,25,NEW50,No,2024-09-07,2024-09,Saturday,13,832,17.6,56.4,1,82.22,High,1,0
1363,ORD01364,2024-10-19 03:27:00,CUST02090,Chennai,REST037,Burger Street,Italian,460,67,4.92,13,26,51,DP030,1,UPI,Cancelled,26-35,Returning,Regular,Swiggy One,Cloud Kitchen,12,29,SAVE20,No,2024-10-19,2024-10,Saturday,3,460,32.68,18.32,1,10.37,Mid,1,0
1364,ORD01365,2024-08-15 11:57:00,CUST01380,Delhi,REST166,Italiano Kitchen,Biryani,1027,250,7.45,10,0,68,DP037,4,Card,Delayed,18-25,Returning,Regular,Normal,Cloud Kitchen,9,30,FESTIVE30,No,2024-08-15,2024-08,Thursday,11,816,39.8,28.200000000000003,1,9.13,High,1,0
1365,ORD01366,2024-03-04 20:00:00,CUST00041,Pune,REST007,Burger Street,South Indian,1006,229,10.25,24,7,18,DP028,5,Card,Delivered,36-45,Returning,Regular,Normal,Dine-in,15,11,NONE,No,2024-03-04,2024-03,Monday,20,810,65.0,-47.0,0,1.76,High,1,0
1366,ORD01367,2024-08-20 01:00:00,CUST02982,Ahmedabad,REST003,Spice Hub,North Indian,423,199,8.75,14,29,61,DP010,2,Card,Cancelled,46-60,Returning,Regular,Normal,Franchise,9,22,SAVE20,No,2024-08-20,2024-08,Tuesday,1,284,49.0,12.0,1,6.97,Mid,1,0
1367,ORD01368,2024-05-14 02:19:00,CUST02082,Pune,REST126,Taste of India,Fast Food,680,145,10.81,16,15,51,DP028,5,COD,Delayed,36-45,Returning,Premium,Swiggy One,Cloud Kitchen,13,26,TRYNEW,No,2024-05-14,2024-05,Tuesday,2,589,59.24,-8.240000000000002,0,4.72,High,1,0
1368,ORD01369,2024-03-04 04:54:00,CUST01701,Chennai,REST078,Dragon Bowl,North Indian,166,50,1.45,26,25,56,DP006,4,UPI,Delivered,26-35,Returning,Regular,Normal,Cloud Kitchen,15,37,NEW50,No,2024-03-04,2024-03,Monday,4,193,31.8,24.2,1,38.62,Low,1,0
1369,ORD01370,2024-11-10 07:45:00,CUST01402,Bangalore,REST135,Spice Hub,Chinese,867,185,1.33,29,14,62,DP009,2,COD,Delayed,36-45,Returning,Regular,Swiggy One,Dine-in,13,22,SAVE20,No,2024-11-10,2024-11,Sunday,7,731,34.32,27.68,1,46.62,High,1,0
1370,ORD01371,2024-12-23 08:21:00,CUST00588,Mumbai,REST038,Dragon Bowl,Fast Food,1203,198,8.71,15,3,75,DP024,2,COD,Delayed,46-60,Returning,Budget,Normal,Cloud Kitchen,12,25,NEW50,No,2024-12-23,2024-12,Monday,8,1045,49.84,25.159999999999997,1,8.61,Very High,1,0
1371,ORD01372,2024-02-03 21:49:00,CUST01623,Pune,REST089,Foodie's Corner,North Indian,619,144,5.08,22,12,76,DP018,5,COD,Delivered,18-25,New,Regular,Normal,Cloud Kitchen,7,39,SAVE20,Yes,2024-02-03,2024-02,Saturday,21,533,42.32,33.68,1,14.96,High,1,1
1372,ORD01373,2024-08-31 22:23:00,CUST00342,Kolkata,REST137,Biryani House,North Indian,960,58,6.04,33,24,69,DP004,1,COD,Delayed,46-60,Returning,Budget,Normal,Franchise,13,35,NEW50,No,2024-08-31,2024-08,Saturday,22,974,57.16,11.840000000000003,1,11.42,High,1,0
1373,ORD01374,2024-07-09 02:07:00,CUST02075,Bangalore,REST045,Sweet Treats,North Indian,1477,194,7.45,32,11,51,DP045,1,COD,Delayed,36-45,Returning,Regular,Normal,Franchise,15,11,SAVE20,No,2024-07-09,2024-07,Tuesday,2,1320,61.8,-10.799999999999997,0,6.85,Very High,1,0
1374,ORD01375,2024-11-24 12:16:00,CUST00646,Mumbai,REST120,Italiano Kitchen,Bakery,704,142,11.84,24,8,29,DP023,3,UPI,Delivered,46-60,Returning,Regular,Normal,Franchise,8,32,FESTIVE30,No,2024-11-24,2024-11,Sunday,12,610,71.36,-42.36,0,2.45,High,1,0
1375,ORD01376,2024-11-13 01:44:00,CUST00731,Ahmedabad,REST019,Dragon Bowl,Desserts,242,222,1.27,16,12,73,DP027,3,Card,Delayed,26-35,New,Budget,Normal,Cloud Kitchen,3,38,TRYNEW,Yes,2024-11-13,2024-11,Wednesday,1,73,21.08,51.92,1,57.48,Low,1,1
1376,ORD01377,2024-11-10 13:09:00,CUST00168,Ahmedabad,REST153,Taste of India,Fast Food,1031,99,1.75,33,10,77,DP004,5,COD,Delivered,36-45,Returning,Regular,Normal,Franchise,15,26,TRYNEW,No,2024-11-10,2024-11,Sunday,13,983,40.0,37.0,1,44.0,High,1,0
1377,ORD01378,2024-07-06 11:37:00,CUST00610,Ahmedabad,REST165,Dragon Bowl,North Indian,727,25,10.04,38,11,80,DP013,2,UPI,Delivered,18-25,Returning,Budget,Normal,Franchise,8,33,FESTIVE30,No,2024-07-06,2024-07,Saturday,11,754,78.16,1.8400000000000034,0,7.97,High,1,0
1378,ORD01379,2024-01-09 08:36:00,CUST02316,Chennai,REST005,Dragon Bowl,Desserts,780,13,0.74,16,3,56,DP011,4,COD,Cancelled,36-45,Returning,Premium,Normal,Franchise,13,19,FESTIVE30,No,2024-01-09,2024-01,Tuesday,8,802,18.96,37.04,1,75.68,High,1,0
1379,ORD01380,2024-06-10 15:40:00,CUST01773,Pune,REST143,Dragon Bowl,Biryani,970,121,5.68,22,25,45,DP011,4,Card,Cancelled,46-60,New,Premium,Normal,Franchise,3,18,TRYNEW,Yes,2024-06-10,2024-06,Monday,15,895,44.72,0.28000000000000114,0,7.92,High,1,1
1380,ORD01381,2024-08-25 18:52:00,CUST02041,Ahmedabad,REST128,Sweet Treats,Biryani,733,264,9.4,13,2,20,DP019,3,COD,Delayed,36-45,Returning,Premium,Normal,Cloud Kitchen,12,15,TRYNEW,No,2024-08-25,2024-08,Sunday,18,498,50.6,-30.6,0,2.13,Mid,1,0
1381,ORD01382,2024-03-15 06:53:00,CUST02869,Hyderabad,REST001,Burger Street,North Indian,995,6,2.75,36,4,33,DP033,3,UPI,Delayed,36-45,Returning,Premium,Normal,Cloud Kitchen,11,11,FESTIVE30,No,2024-03-15,2024-03,Friday,6,1015,47.0,-14.0,0,12.0,Very High,1,0
1382,ORD01383,2024-12-15 11:34:00,CUST00455,Ahmedabad,REST076,Dragon Bowl,Chinese,1335,218,2.65,31,5,52,DP014,4,Card,Delayed,46-60,New,Regular,Normal,Dine-in,8,36,FESTIVE30,Yes,2024-12-15,2024-12,Sunday,11,1166,41.6,10.399999999999999,1,19.62,Very High,1,1
1383,ORD01384,2024-02-01 20:07:00,CUST02954,Delhi,REST166,Burger Street,North Indian,991,219,4.07,37,25,47,DP013,1,Card,Delivered,36-45,Returning,Premium,Normal,Dine-in,10,26,SAVE20,No,2024-02-01,2024-02,Thursday,20,833,53.28,-6.280000000000001,0,11.55,High,1,0
1384,ORD01385,2024-03-10 12:03:00,CUST01709,Chennai,REST071,Taste of India,Biryani,477,182,2.23,27,3,67,DP007,5,Card,Delivered,26-35,Returning,Budget,Normal,Cloud Kitchen,4,34,TRYNEW,No,2024-03-10,2024-03,Sunday,12,336,35.92,31.08,1,30.04,Mid,1,0
1385,ORD01386,2024-01-29 11:20:00,CUST02970,Mumbai,REST079,Taste of India,North Indian,879,107,8.3,17,0,44,DP033,3,Card,Cancelled,46-60,New,Regular,Normal,Cloud Kitchen,8,29,NONE,Yes,2024-01-29,2024-01,Monday,11,809,50.2,-6.200000000000003,0,5.3,High,1,1
1386,ORD01387,2024-08-24 15:17:00,CUST00702,Mumbai,REST118,Dragon Bowl,Italian,403,123,2.8,28,22,89,DP032,3,Card,Cancelled,18-25,Returning,Budget,Normal,Cloud Kitchen,10,30,TRYNEW,No,2024-08-24,2024-08,Saturday,15,342,39.2,49.8,1,31.79,Mid,1,0
1387,ORD01388,2024-06-29 21:53:00,CUST02682,Mumbai,REST090,Burger Street,Desserts,720,169,3.11,25,4,79,DP045,4,COD,Delayed,26-35,Returning,Premium,Normal,Franchise,6,33,TRYNEW,No,2024-06-29,2024-06,Saturday,21,594,37.44,41.56,1,25.4,High,1,0
1388,ORD01389,2024-03-03 21:00:00,CUST01600,Mumbai,REST037,Biryani House,Fast Food,693,256,7.11,29,1,28,DP037,1,UPI,Delivered,36-45,Returning,Budget,Normal,Cloud Kitchen,7,24,NONE,No,2024-03-03,2024-03,Sunday,21,469,57.44,-29.439999999999998,0,3.94,Mid,1,0
1389,ORD01390,2024-01-18 20:51:00,CUST00130,Delhi,REST043,Dragon Bowl,Italian,1000,8,11.62,27,13,24,DP008,4,UPI,Delivered,18-25,Returning,Premium,Normal,Cloud Kitchen,14,30,NONE,No,2024-01-18,2024-01,Thursday,20,1049,73.47999999999999,-49.47999999999999,0,2.07,Very High,1,0
1390,ORD01391,2024-06-02 02:08:00,CUST01846,Bangalore,REST088,Italiano Kitchen,Desserts,269,279,11.01,25,10,31,DP046,3,UPI,Delivered,46-60,New,Regular,Normal,Franchise,7,24,NONE,Yes,2024-06-02,2024-06,Sunday,2,31,69.03999999999999,-38.03999999999999,0,2.82,Low,1,1
1391,ORD01392,2024-07-19 08:35:00,CUST01387,Kolkata,REST196,Italiano Kitchen,Desserts,1124,124,10.44,25,29,89,DP034,4,COD,Cancelled,26-35,New,Budget,Swiggy One,Dine-in,12,26,NEW50,Yes,2024-07-19,2024-07,Friday,8,1067,66.75999999999999,22.24000000000001,1,8.52,Very High,1,1
1392,ORD01393,2024-02-28 05:59:00,CUST02867,Hyderabad,REST051,Taste of India,Bakery,971,161,6.61,34,8,29,DP019,5,UPI,Cancelled,36-45,Returning,Premium,Normal,Cloud Kitchen,4,29,TRYNEW,No,2024-02-28,2024-02,Wednesday,5,851,60.44,-31.439999999999998,0,4.39,High,1,0
1393,ORD01394,2024-01-01 08:45:00,CUST00693,Delhi,REST082,Sweet Treats,Chinese,663,35,3.92,11,7,17,DP036,3,COD,Delivered,46-60,Returning,Premium,Normal,Cloud Kitchen,9,16,SAVE20,No,2024-01-01,2024-01,Monday,8,660,26.68,-9.68,0,4.34,High,1,0
1394,ORD01395,2024-04-07 06:25:00,CUST01395,Mumbai,REST072,Italiano Kitchen,Desserts,1128,3,8.62,23,25,36,DP034,3,Card,Delivered,46-60,Returning,Regular,Normal,Dine-in,12,25,NONE,No,2024-04-07,2024-04,Sunday,6,1187,57.48,-21.479999999999997,0,4.18,Very High,1,0
1395,ORD01396,2024-07-17 02:00:00,CUST00794,Delhi,REST159,Italiano Kitchen,Italian,246,86,4.98,38,6,70,DP036,3,Card,Delivered,46-60,New,Premium,Normal,Franchise,7,20,NEW50,Yes,2024-07-17,2024-07,Wednesday,2,193,57.92,12.079999999999998,1,14.06,Low,1,1
1396,ORD01397,2024-01-12 12:38:00,CUST00029,Chennai,REST045,Foodie's Corner,Bakery,1020,263,9.45,31,28,73,DP006,3,Card,Delayed,46-60,Returning,Premium,Swiggy One,Cloud Kitchen,3,33,NONE,No,2024-01-12,2024-01,Friday,12,821,68.8,4.200000000000003,0,7.72,High,1,0
1397,ORD01398,2024-07-20 10:22:00,CUST00149,Kolkata,REST054,Dragon Bowl,South Indian,406,90,0.69,28,14,40,DP050,3,UPI,Delivered,26-35,Returning,Budget,Normal,Cloud Kitchen,5,21,TRYNEW,No,2024-07-20,2024-07,Saturday,10,356,30.759999999999998,9.240000000000002,1,57.97,Mid,1,0
1398,ORD01399,2024-05-07 17:04:00,CUST01320,Mumbai,REST135,Dragon Bowl,Fast Food,277,294,6.59,37,8,64,DP001,2,UPI,Delivered,36-45,Returning,Premium,Normal,Cloud Kitchen,13,27,TRYNEW,No,2024-05-07,2024-05,Tuesday,17,31,63.36,0.6400000000000006,0,9.71,Low,1,0
1399,ORD01400,2024-06-15 15:13:00,CUST02059,Hyderabad,REST144,Dragon Bowl,North Indian,1329,57,4.38,25,9,75,DP045,2,UPI,Cancelled,18-25,Returning,Budget,Normal,Cloud Kitchen,11,22,NEW50,No,2024-06-15,2024-06,Saturday,15,1314,42.519999999999996,32.480000000000004,1,17.12,Very High,1,0
1400,ORD01401,2024-04-11 07:35:00,CUST02724,Mumbai,REST108,Dragon Bowl,Italian,206,139,3.36,31,17,69,DP030,4,UPI,Delivered,36-45,New,Premium,Swiggy One,Cloud Kitchen,12,31,NEW50,Yes,2024-04-11,2024-04,Thursday,7,127,44.44,24.560000000000002,1,20.54,Low,1,1
1401,ORD01402,2024-05-24 23:02:00,CUST01137,Kolkata,REST041,Spice Hub,Italian,731,171,8.11,13,29,78,DP015,2,Card,Cancelled,26-35,New,Budget,Swiggy One,Franchise,14,15,TRYNEW,Yes,2024-05-24,2024-05,Friday,23,618,45.44,32.56,1,9.62,High,1,1
1402,ORD01403,2024-06-19 15:30:00,CUST00187,Hyderabad,REST070,Dragon Bowl,North Indian,705,259,8.07,22,28,17,DP009,3,COD,Cancelled,36-45,Returning,Premium,Swiggy One,Cloud Kitchen,8,13,NONE,No,2024-06-19,2024-06,Wednesday,15,495,54.28,-37.28,0,2.11,Mid,1,0
1403,ORD01404,2024-09-13 16:37:00,CUST02855,Kolkata,REST105,Sweet Treats,North Indian,873,24,0.93,17,18,44,DP029,3,COD,Cancelled,18-25,Returning,Premium,Normal,Cloud Kitchen,14,30,FESTIVE30,No,2024-09-13,2024-09,Friday,16,911,20.72,23.28,1,47.31,High,1,0
1404,ORD01405,2024-10-08 15:02:00,CUST02792,Hyderabad,REST064,Burger Street,Chinese,802,197,11.4,12,24,72,DP002,3,UPI,Delivered,26-35,Returning,Budget,Normal,Dine-in,3,25,SAVE20,No,2024-10-08,2024-10,Tuesday,15,657,57.6,14.399999999999999,1,6.32,High,1,0
